en,de,kind,category,confidence,source,verified_at,note,loc_key,en_id
Risky Expedition,Riskante Expedition,order,,localization,resources.assets,2026-09-22,,Order_Generic_DangerousGladeDiscovery1_Name,risky_expedition
Rivalry 1,Rivalität 1,order,,localization,resources.assets,2026-09-22,,UniqueGoal_Phase2_WinGameOnFaction_Name,rivalry_1
Rivalry 2,Rivalität 2,order,,localization,resources.assets,2026-09-22,,UniqueGoal_Phase3_WinGameOnFaction_Name,rivalry_2
Rivalry 3,Rivalität 3,order,,localization,resources.assets,2026-09-22,,UniqueGoal_Phase4_WinOnFaction_Name,rivalry_3
Rolling in Wealth 1,Stinkend reich 1,order,,localization,resources.assets,2026-09-22,,ScalingGoal_Phase1_TradeGoods_Name,rolling_in_wealth_1
Rolling in Wealth 2,Stinkend reich 2,order,,localization,resources.assets,2026-09-22,,ScalingGoal_Phase2_TradeGoods_Name,rolling_in_wealth_2
Rolling in Wealth 3,Stinkend reich 3,order,,localization,resources.assets,2026-09-22,,ScalingGoal_Phase3_TradeGoods_Name,rolling_in_wealth_3
Rolling in Wealth 4,Stinkend reich 4,order,,localization,resources.assets,2026-09-22,,ScalingGoal_Phase4_TradeGoods_Name,rolling_in_wealth_4
Rolling in Wealth 5,Stinkend reich 5,order,,localization,resources.assets,2026-09-22,,ScalingGoal_Phase5_TradeGoods_Name,rolling_in_wealth_5
Rolling in Wealth 6,Stinkend reich 6,order,,localization,resources.assets,2026-09-22,,ScalingGoal_Phase6_TradeGoods_Name,rolling_in_wealth_6
Rotten to the Core,Bis zum Kern verdorben,order,,localization,resources.assets,2026-09-22,,Order_CorruptedBones_Name,rotten_to_the_core
Royal Gardens,Königliche Gärten,order,,localization,resources.assets,2026-09-22,,Order_IIIRoyalGardens_Name,royal_gardens
Ruins,Ruinen,order,,localization,resources.assets,2026-09-22,,Order_IIIRuins_Name,ruins
Sacrificial Ceremony,Opferzeremonie,order,,localization,resources.assets,2026-09-22,,Order_IITOSacrificies_Name,sacrificial_ceremony
Safe Cycle,Sicherer Zyklus,order,,localization,resources.assets,2026-09-22,,TimedGoal_Phase5_WinWithoutVillagerDying_Name,safe_cycle
Safe Place,Sicherer Hafen,order,,localization,resources.assets,2026-09-22,,Order_IHousesv2_Name,safe_place
Salt Fever,Salzfieber,order,,localization,resources.assets,2026-09-22,,Order_IIITODiggingSalt_Name,salt_fever
Salt Miner,Salzkumpel,order,,localization,resources.assets,2026-09-22,,Order_ISalt_Name,salt_miner
Salty Delivery,Salzige Lieferung,order,,localization,resources.assets,2026-09-22,,Order_IIISalt_Name,salty_delivery
Scaling Up,Grätest Hits,order,,localization,resources.assets,2026-09-22,,Order_IIFishingTrialScales_Name,scaling_up
Scavenger's Trial,Prüfung des Sammlers,order,,localization,resources.assets,2026-09-22,,Order_IITOGatheringEggs_Name,scavengers_trial
Seller,Verkäufer,order,,localization,resources.assets,2026-09-22,,Order_FinishRouteT2_Name,seller
Serving Ale,Bierausschank,order,,localization,resources.assets,2026-09-22,,Order_IIIBrewingAle_Name,serving_ale
Serving the People,Dienst an der Bevölkerung,order,,localization,resources.assets,2026-09-22,,Order_IVALuxuryAndValuables_Name,serving_the_people
Shelters,Unterkünfte,order,,localization,resources.assets,2026-09-22,,Order_IAShelters_Name,shelters
Speedy Real Estate,Schneller Einzug,order,,localization,resources.assets,2026-09-22,,Order_ITOFirstHub_Name,speedy_real_estate
Stacking Amber,Bernsteinstapel,order,,localization,resources.assets,2026-09-22,,Order_IIMultiplyRoutes_Name,stacking_amber
Start Your Engines,Starte die Maschinen,order,,localization,resources.assets,2026-09-22,,Order_IStartEngines_Name,start_your_engines
Stay in Shape,In Form bleiben,order,,localization,resources.assets,2026-09-22,,Order_Tutorial_IV_ClanHall_Name,stay_in_shape
Stone Roads,Steinstraßen,order,,localization,resources.assets,2026-09-22,,Order_IVAStoneRoads_Name,stone_roads
Stonecutter's Trial,Prüfung des Steinmetzes,order,,localization,resources.assets,2026-09-22,,Order_IITOGatheringStone_Name,stonecutters_trial
Stonewood Infestation,Steinholzbefall,order,,localization,resources.assets,2026-09-22,,UniqueGoal_Phase1_WinGameNearStonewood_Name,stonewood_infestation
Storekeeper,Ladenbesitzer,order,,localization,resources.assets,2026-09-22,,Order_IVATOThreePacks_Name,storekeeper
Supply Thy Neighbor,Nachbarschaftshilfe,order,,localization,resources.assets,2026-09-22,,Order_ITOTradeROutesWithValue_Name,supply_thy_neighbor
Surviving Requires Sacrifice,Überleben erfordert Opfer,order,,localization,resources.assets,2026-09-22,,Order_Tutorial_III_Sacrifice_Name,surviving_requires_sacrifice
Swamp Wheat Farmer,Sumpfweizenbauer,order,,localization,resources.assets,2026-09-22,,UniqueGoal_Phase1_WinGameWithGrain_Name,swamp_wheat_farmer
Technological Progress,Technologischer Fortschritt,order,,localization,resources.assets,2026-09-22,,Order_IVBTOEnginesAmount_Name,technological_progress
The Clan,Der Clan,order,,localization,resources.assets,2026-09-22,,Order_ILizardResolve_Name,the_clan
The Collegium,Das Kollegium,order,,localization,resources.assets,2026-09-22,,Order_IFrogResolve_Name,the_collegium
The Cult of Fire,Der Kult des Feuers,order,,localization,resources.assets,2026-09-22,,Order_Generic_NeedSatisfiedForTime4_Name,the_cult_of_fire
The Flock,Der Schwarm,order,,localization,resources.assets,2026-09-22,,Order_IHarpyResolve_Name,the_flock
The Forum,Das Forum,order,,localization,resources.assets,2026-09-22,,Order_IIIForum_Name,the_forum
The Grove,Der Hain,order,,localization,resources.assets,2026-09-22,,Order_IBHardBeavers_Name,the_grove
The Guild,Die Gilde,order,,localization,resources.assets,2026-09-22,,Order_IBeaverResolve_Name,the_guild
The Marketplace,Der Marktplatz,order,,localization,resources.assets,2026-09-22,,Order_IIIMarket_Name,the_marketplace
The Marshlands,Die Sümpfe,order,,localization,resources.assets,2026-09-22,,UniqueGoal_Phase2_WinGameOnMarshlands_Name,the_marshlands
The Nest,Das Nest,order,,localization,resources.assets,2026-09-22,,Order_IBHardHarpies_Name,the_nest
The Pack,Das Rudel,order,,localization,resources.assets,2026-09-22,,Order_IFoxResolve_Name,the_pack
The Patient Queen 1,Die Geduldige Königin 1,order,,localization,resources.assets,2026-09-22,,UniqueGoal_Phase3_WinWithoutImpatience_Name,the_patient_queen_1
The Patient Queen 2,Die Geduldige Königin 2,order,,localization,resources.assets,2026-09-22,,UniqueGoal_Phase4_WinWithoutImpatience_Name,the_patient_queen_2
The Patient Queen 3,Die Geduldige Königin 3,order,,localization,resources.assets,2026-09-22,,UniqueGoal_Phase5_WinWithoutImpatience_Name,the_patient_queen_3
The Purge,Die Läuterung,order,,localization,resources.assets,2026-09-22,,Order_IThePurge_Name,the_purge
The Scarlet Orchard,Der Scharlachrote Obstgarten,order,,localization,resources.assets,2026-09-22,,UniqueGoal_Phase2_WinGameOnMoorlands_Name,the_scarlet_orchard
The Source,Die Quelle,order,,localization,resources.assets,2026-09-22,,Order_IIITOWaterUsed_Name,the_source
Thirsty Trader,Durstiger Händler,order,,localization,resources.assets,2026-09-22,,Order_IIITOTraderandRain_Name,thirsty_trader
Three Packs,Drei Pakete,order,,localization,resources.assets,2026-09-22,,Order_IBWorkstation_Name,three_packs
Tick Tock,Ticktack,order,,localization,resources.assets,2026-09-22,,Order_Generic_DangerousRelicResolved_Name,tick_tock
Time of Courage,Zeit des Muts,order,,localization,resources.assets,2026-09-22,,Order_IVATOGladesTabletsRelics_Name,time_of_courage
Tool Hoarder,Werkzeughamsterer,order,,localization,resources.assets,2026-09-22,,UniqueGoal_Phase5_WinWithTools_Name,tool_hoarder
Tooled Up,Startwerkzeug,order,,localization,resources.assets,2026-09-22,,Order_ITODeliverMaterials_Name,tooled_up
Trade Baron,Handelsbaron,order,,localization,resources.assets,2026-09-22,,Order_FinishRouteT4_Name,trade_baron
Trade Connections,Handelsverbindungen,order,,localization,resources.assets,2026-09-22,,Order_IITradeConnections_Name,trade_connections
Trade and Industry,Handel und Industrie,order,,localization,resources.assets,2026-09-22,,Order_IIITradeAndSpark_Name,trade_and_industry
Trade and Luxury,Handel und Luxus,order,,localization,resources.assets,2026-09-22,,Order_IVTradeAndLuxury_Name,trade_and_luxury
Traders & Currency,Händler & Währung,order,,localization,resources.assets,2026-09-22,,Order_Tutorial_III_TradingPost_Name,traders_currency
Trading Goods,Handel mit Waren,order,,localization,resources.assets,2026-09-22,,Order_IIITradeGoods_Name,trading_goods
Trading Master,Handelsmeister,order,,localization,resources.assets,2026-09-22,,Order_IVTOTradingMaster_Name,trading_master
Trailblazing,Bahnbrechend,order,,localization,resources.assets,2026-09-22,,Order_IIIGlades_Name,trailblazing
Training,Training,order,,localization,resources.assets,2026-09-22,,Order_IIIBatService_Name,training
Trapper's Trial,Prüfung des Trappers,order,,localization,resources.assets,2026-09-22,,Order_IITOGatheringMeat_Name,trappers_trial
Trappers,Trapper,order,,localization,resources.assets,2026-09-22,,Order_IBHardLizards_Name,trappers
Travel Rations,Reiserationen,order,,localization,resources.assets,2026-09-22,,Order_IVBTwoPacks2_Name,travel_rations
Treasure Hunt,Schatzsuche,order,,localization,resources.assets,2026-09-22,,Order_IIISolveChests_Name,treasure_hunt
Ultimate Challenge,Ultimative Herausforderung,order,,localization,resources.assets,2026-09-22,,Order_IVTOForbiddenGlade_Name,ultimate_challenge
Upgraded Living,Verbessertes Wohnen,order,,localization,resources.assets,2026-09-22,,Order_IIIFrogUpgrades_Name,upgraded_living
Urgent Shipment,Eilige Lieferung,order,,localization,resources.assets,2026-09-22,,Order_IVBTOThreePacks_Name,urgent_shipment
Utopia,Utopie,order,,localization,resources.assets,2026-09-22,,Order_IVBValuables_Name,utopia
Varied Delivery,Vielseitige Lieferung,order,,localization,resources.assets,2026-09-22,,Order_IIILuxuryGoods_Name,varied_delivery
Venturesome Leader,Kühner Anführer,order,,localization,resources.assets,2026-09-22,,Order_IITOGladesDiscovery_Name,venturesome_leader
Victory Through Prosperity,Sieg durch Wohlstand,order,,localization,resources.assets,2026-09-22,,UniqueGoal_Phase5_WinWithResolve_Name,victory_through_prosperity
Victory Through Resolve,Sieg durch Entschlossenheit,order,,localization,resources.assets,2026-09-22,,UniqueGoal_Phase2_WinGameWithResolve_Name,victory_through_resolve
Water Delivery,Wasserlieferung,order,,localization,resources.assets,2026-09-22,,Order_IIRainwater_Name,water_delivery
Water Extraction,Wasser-Extraktion,order,,localization,resources.assets,2026-09-22,,Order_IWaterExtraction_Name,water_extraction
Water Industry,Wasserindustrie,order,,localization,resources.assets,2026-09-22,,Order_PumpUpgrade_Name,water_industry
Wealthy Trader,Reicher Händler,order,,localization,resources.assets,2026-09-22,,Order_IIITORichTrader_Name,wealthy_trader
Weather Anomaly,Wetteranomalie,order,,localization,resources.assets,2026-09-22,,UniqueGoal_Phase4_WinNearWeatherAnomaly_Name,weather_anomaly
Winemaking,Weinproduktion,order,,localization,resources.assets,2026-09-22,,Order_Tutorial_III_Wine_Name,winemaking
Wood Delivery,Holzlieferung,order,,localization,resources.assets,2026-09-22,,Order_IBWood_Name,wood_delivery
Wood and Provisions,Holz und Proviant,order,,localization,resources.assets,2026-09-22,,Order_IVAWood_Name,wood_and_provisions
Woodcutters,Holzfäller,order,,localization,resources.assets,2026-09-22,,Order_IALumberCamp_Name,woodcutters
Woodcutters' Camps,Holzfällerlager,order,,localization,resources.assets,2026-09-22,,Order_Tutorial_IALumberCamp_Name,woodcutters_camps
Work Break,Arbeitspause,order,,localization,resources.assets,2026-09-22,,Order_IITOCutNOTrees_Name,work_break
Workshop,Werkstatt,order,,localization,resources.assets,2026-09-22,,Order_Workshop_Name,workshop
Zealous Scouts,Fanatische Späher,order,,localization,resources.assets,2026-09-22,,Order_ITODangerous Relics_Name,zealous_scouts
Alchemical Forge,Alchemieofen,perk,,localization,resources.assets,2026-09-22,,BuildingPerk_BlightPost_PurgingFireProdSpeed_Name,alchemical_forge
Automaton,Automat,perk,,localization,resources.assets,2026-09-22,,BuildingPerk_Automaton_Name,automaton
Ballmer Peak,Ballmerspitze,perk,,localization,resources.assets,2026-09-22,,VillagerPerk_LeisureWorker_Name,ballmer_peak
Better Packaging,Bessere Verpackung,perk,,localization,resources.assets,2026-09-22,,Perk_TradePackRecipe_Name,better_packaging
Blight Automaton,Fäule-Automat,perk,,localization,resources.assets,2026-09-22,,BuildingPerk_BlightPost_Automaton_Name,blight_automaton
Bone Tools,Knochenwerkzeug,perk,,localization,resources.assets,2026-09-22,,Perk_ToolsForDeath_Name,bone_tools
Catalyst,Katalysator,perk,,localization,resources.assets,2026-09-22,,BuildingPerk_ReplaceRainpunkEffects_Name,catalyst
Clear-cutting,Kahlschlag,perk,,localization,resources.assets,2026-09-22,,BuildingPerk_Woodcutter_ExtraProd_Name,clear_cutting
Crowded Caravan,Größere Karawane,perk,,localization,resources.assets,2026-09-22,,Perk_MoreNewcommers_Name,crowded_caravan
Danger,Gefahr,perk,,localization,resources.assets,2026-09-22,,Perk_VillagerDeathChance_Danger_Name,danger
Dark Secret,Dunkles Geheimnis,perk,,localization,resources.assets,2026-09-22,,Perk_NoImpatienceForDeath_Daily_Name,dark_secret
Distracted,Abgelenkt,perk,,localization,resources.assets,2026-09-22,,Perk_NoProductionChance_Distracted_Name,distracted
Energized,Voller Energie,perk,,localization,resources.assets,2026-09-22,,Perk_VillagerDeathChance_Energized_Name,energized
Exhausted,Erschöpft,perk,,localization,resources.assets,2026-09-22,,Perk_VillagerSpeed_Exhausted_Name,exhausted
Extra Room,Mehr Platz,perk,,localization,resources.assets,2026-09-22,,BuildingPerk_HousesBonusCapacity_Name,extra_room
Fading,Ermattend,perk,,localization,resources.assets,2026-09-22,,Perk_VillagerDeathChance_Fading_Name,fading
Focused,Konzentriert,perk,,localization,resources.assets,2026-09-22,,Perk_VillagerExtraProduction_Focused_Name,focused
Full Belly,Voller Bauch,perk,,localization,resources.assets,2026-09-22,,VillagerPerk_ComplexFoodBonus_Name,full_belly
Gluttonous,Völlerei,perk,,localization,resources.assets,2026-09-22,,Perk_VillagerExtraConsumption_Gluttonous_Name,gluttonous
Hidden from the Queen,Vor der Königin verborgen,perk,,localization,resources.assets,2026-09-22,,Perk_NoImpatienceForDeath_Name,hidden_from_the_queen
High Motivation,Hochmotiviert,perk,,localization,resources.assets,2026-09-22,,VillagerPerk_ServiceGoodsBonus_Name,high_motivation
Indoor Pool,Schwimmbecken,perk,,localization,resources.assets,2026-09-22,,VillagerPerk_FrogHousesBonusResolve_Name,indoor_pool
Logging Boots,Arbeitsstiefel,perk,,localization,resources.assets,2026-09-22,,BuildingPerk_Woodcutter_Speed_Name,logging_boots
Long-range Scanner,Scanner mit hoher Reichweite,perk,,localization,resources.assets,2026-09-22,,BuildingPerk_HighlightArcheology3_Name,long_range_scanner
Lost in the Wilds,In der Wildnis verloren,perk,,localization,resources.assets,2026-09-22,,Perk_NewcomersForGlades_Name,lost_in_the_wilds
Lumber Cart,Holzkarren,perk,,localization,resources.assets,2026-09-22,,BuildingPerk_Woodcutter_StorageAutomaton_Name,lumber_cart
Lumber Tax,Holzsteuer,perk,,localization,resources.assets,2026-09-22,,Perk_AmberForWood_Name,lumber_tax
Manned Lookout,Bemannter Ausguck,perk,,localization,resources.assets,2026-09-22,,BuildingPerk_BlightPost_CystGenerationRate_Name,manned_lookout
Mid-range Scanner,Scanner mit mittlerer Reichweite,perk,,localization,resources.assets,2026-09-22,,BuildingPerk_HighlightArcheology2_Name,mid_range_scanner
Mobile Sparkcasters,Mobile Funkenwerfer,perk,,localization,resources.assets,2026-09-22,,BuildingPerk_BlightPost_BlightFighterSpeed_Name,mobile_sparkcasters
Motivated,Motiviert,perk,,localization,resources.assets,2026-09-22,,Perk_VillagerSpeed_Motivated_Name,motivated
Overtime,Überstunden,perk,,localization,resources.assets,2026-09-22,,Perk_ProductionButDeathChance_Name,overtime
Pack Frame,Packrahmen,perk,,localization,resources.assets,2026-09-22,,BuildingPerk_Woodcutter_Capacity_Name,pack_frame
Pocket Knives,Taschenmesser,perk,,localization,resources.assets,2026-09-22,,Perk_FiberForVegetables_Name,pocket_knives
Rich Glades,Reiche Lichtungen,perk,,localization,resources.assets,2026-09-22,,Perk_MoreChargesForNodes_Name,rich_glades
Rich Wilderness,Reiche Wildnis,perk,,localization,resources.assets,2026-09-22,,Perk_MoreChargesForNodes_Daily_Name,rich_wilderness
Sacrificial Rituals,Opferrituale,perk,,localization,resources.assets,2026-09-22,,Perk_SacrificialRituals_Name,sacrificial_rituals
Secret Firekeeper Techniques,Geheimtechniken der Feuerwärter,perk,,localization,resources.assets,2026-09-22,,Perk_FuelConsumption25Slower_Name,secret_firekeeper_techniques
Short-range Scanner,Scanner mit kurzer Reichweite,perk,,localization,resources.assets,2026-09-22,,BuildingPerk_HighlightArcheology1_Name,short_range_scanner
Soft Beds,Weiche Betten,perk,,localization,resources.assets,2026-09-22,,VillagerPerk_HousesVillagersSpeedBonus_Name,soft_beds
Stagnant,Stagnierend,perk,,localization,resources.assets,2026-09-22,,Perk_VillagerBreakTime_Stagnant_Name,stagnant
Stove,Ofen,perk,,localization,resources.assets,2026-09-22,,VillagerPerk_HousesBonusResolve_Name,stove
Tank Capacity Increase,Erhöhte Tankkapazität,perk,,localization,resources.assets,2026-09-22,,BuildingPerk_ExtractorTank_Name,tank_capacity_increase
Triple Ignition System,Dreifachzünder,perk,,localization,resources.assets,2026-09-22,,BuildingPerk_BlightPost_CystBurnSpeed_Name,triple_ignition_system
Alchemist,Alchemist,profession,,localization,resources.assets,2026-09-22,,Profession_Alchemist_Name,alchemist
Apothecary,Apotheker,profession,,localization,resources.assets,2026-09-22,,Profession_Apothecary_Name,apothecary
Artisan,Handwerker,profession,,localization,resources.assets,2026-09-22,,Profession_Artisan_Name,artisan
Baker,Bäcker,profession,,localization,resources.assets,2026-09-22,,Profession_Baker_Name,baker
Bath House Worker,Badehaus-Arbeiter,profession,,localization,resources.assets,2026-09-22,,Profession_BathHouseWorker_Name,bath_house_worker
Beanery Worker,Imbiss-Arbeiter,profession,,localization,resources.assets,2026-09-22,,Profession_BeaneryWorker_Name,beanery_worker
Blight Fighter,Pestfäulekämpfer,profession,,localization,resources.assets,2026-09-22,,Profession_BlightFighter_Name,blight_fighter
Brewer,Brauer,profession,,localization,resources.assets,2026-09-22,,Profession_BreweryWorker_Name,brewer
Brick Oven Worker,Ziegelofen-Arbeiter,profession,,localization,resources.assets,2026-09-22,,Profession_OvenWorker_Name,brick_oven_worker
Brickyard Worker,Ziegelei-Arbeiter,profession,,localization,resources.assets,2026-09-22,,Profession_BrickyardWorker_Name,brickyard_worker
Builder,Bauarbeiter,profession,,localization,resources.assets,2026-09-22,,Profession_Builder_Name,builder
Cannery Worker,Konservenfabrik-Arbeiter,profession,,localization,resources.assets,2026-09-22,,Profession_CanneryWorker_Name,cannery_worker
Carpenter,Tischler,profession,,localization,resources.assets,2026-09-22,,Profession_Carpenter_Name,carpenter
Cellar Worker,Weinkellerarbeiter,profession,,localization,resources.assets,2026-09-22,,Profession_Cellarworker_Name,cellar_worker
Clan Steward,Clan-Aufseher,profession,,localization,resources.assets,2026-09-22,,Profession_ClanMember_Name,clan_steward
Clay Pit Digger,Lehmgrubengräber,profession,,localization,resources.assets,2026-09-22,,Profession_ClaypitDigger_Name,clay_pit_digger
Clothier,Tuchmacher,profession,,localization,resources.assets,2026-09-22,,Profession_Sewer_Name,clothier
Cobbler,Schuster,profession,,localization,resources.assets,2026-09-22,,Profession_Cobbler_Name,cobbler
Cook,Koch,profession,,localization,resources.assets,2026-09-22,,Profession_Cook_Name,cook
Cooper,Böttcher,profession,,localization,resources.assets,2026-09-22,,Profession_Cooper_Name,cooper
Craftsman,Handwerker,profession,,localization,resources.assets,2026-09-22,,Profession_Craftsman_Name,craftsman
Distillery Worker,Brennerei-Arbeiter,profession,,localization,resources.assets,2026-09-22,,Profession_DistilleryWorker_Name,distillery_worker
Dockworker,Dockarbeiter,profession,,localization,resources.assets,2026-09-22,,Profession_Stevedore_Name,dockworker
Druid,Druide,profession,,localization,resources.assets,2026-09-22,,Profession_Druid_Name,druid
Engineer,Ingenieur,profession,,localization,resources.assets,2026-09-22,,Profession_Engineer_Name,engineer
Explorer,Erkunder,profession,,localization,resources.assets,2026-09-22,,Profession_Explorer_Name,explorer
Factory Worker,Fabrikarbeiter,profession,,localization,resources.assets,2026-09-22,,Profession_FactoryWorker_Name,factory_worker
Farmer,Bauer,profession,,localization,resources.assets,2026-09-22,,Profession_Farmer_Name,farmer
Finesmith,Kunstschmied,profession,,localization,resources.assets,2026-09-22,,Profession_Finesmith_Name,finesmith
Firekeeper,Feuerwärter,profession,,localization,resources.assets,2026-09-22,,Profession_FireKeeper_Name,firekeeper
Fisherman,Fischer,profession,,localization,resources.assets,2026-09-22,,Profession_Fisherman_Name,fisherman
Forager,Nahrungssammler,profession,,localization,resources.assets,2026-09-22,,Profession_Forager_Name,forager
Furnace Worker,Ofenarbeiter,profession,,localization,resources.assets,2026-09-22,,Profession_Furnace_Name,furnace_worker
Granary Worker,Getreidespeicherarbeiter,profession,,localization,resources.assets,2026-09-22,,Profession_GranaryWorker_Name,granary_worker
Greenhouse Worker,Gewächshausarbeiter,profession,,localization,resources.assets,2026-09-22,,Profession_GreenhouseWorker_Name,greenhouse_worker
Grill Worker,Grill-Arbeiter,profession,,localization,resources.assets,2026-09-22,,Profession_GrillWorker_Name,grill_worker
Guild Member,Gildenmitglied,profession,,localization,resources.assets,2026-09-22,,Profession_Guildmember_Name,guild_member
Harvester,Erntehelfer,profession,,localization,resources.assets,2026-09-22,,Profession_Harvester_Name,harvester
Hauler,Frachtführer,profession,,localization,resources.assets,2026-09-22,,Profession_Hauler_Name,hauler
Herbalist,Kräutersammler,profession,,localization,resources.assets,2026-09-22,,Profession_Herbalist_Name,herbalist
Kiln Worker,Brennofenarbeiter,profession,,localization,resources.assets,2026-09-22,,Profession_Kilnworker_Name,kiln_worker
Leatherworker,Lederarbeiter,profession,,localization,resources.assets,2026-09-22,,Profession_Leatherworker_Name,leatherworker
Librarian,Bibliothekar,profession,,localization,resources.assets,2026-09-22,,Profession_Librarian_Name,librarian
Lumber Mill Worker,Sägewerkarbeiter,profession,,localization,resources.assets,2026-09-22,,Profession_Lumbermillworker_Name,lumber_mill_worker
Manufactory Worker,Manufaktur-Arbeiter,profession,,localization,resources.assets,2026-09-22,,Profession_Manufacturer_Name,manufactory_worker
Miller,Müller,profession,,localization,resources.assets,2026-09-22,,Profession_Millworker_Name,miller
Miner,Bergarbeiter,profession,,localization,resources.assets,2026-09-22,,Profession_Miner_Name,miner
Monk,Mönch,profession,,localization,resources.assets,2026-09-22,,Profession_Monk_Name,monk
Pantry Worker,Vorratskammerarbeiter,profession,,localization,resources.assets,2026-09-22,,Profession_Pantry_Name,pantry_worker
Press Worker,Presse-Arbeiter,profession,,localization,resources.assets,2026-09-22,,Profession_PressWorker_Name,press_worker
Priest,Priester,profession,,localization,resources.assets,2026-09-22,,Profession_Priest_Name,priest
Provisioner,Gemischtwarenhändler,profession,,localization,resources.assets,2026-09-22,,Profession_Provisioner_Name,provisioner
Pump Operator,Pumpenarbeiter,profession,,localization,resources.assets,2026-09-22,,Profession_Geologist_Name,pump_operator
Rain Collector Worker,Regenkollektor-Arbeiter,profession,,localization,resources.assets,2026-09-22,,Profession_RainCollectorWorker_Name,rain_collector_worker
Rancher,Viehzüchter,profession,,localization,resources.assets,2026-09-22,,Profession_Rancher_Name,rancher
Scavenger,Sammler,profession,,localization,resources.assets,2026-09-22,,Profession_Scavenger_Name,scavenger
Scholar,Gelehrter,profession,,localization,resources.assets,2026-09-22,,Profession_Scholar_Name,scholar
Scout,Späher,profession,,localization,resources.assets,2026-09-22,,Profession_Scout_Name,scout
Scribe,Schreiber,profession,,localization,resources.assets,2026-09-22,,Profession_Scribe_Name,scribe
Seller,Verkäufer,profession,,localization,resources.assets,2026-09-22,,Profession_Seller_Name,seller
Smelter,Schmelzer,profession,,localization,resources.assets,2026-09-22,,Profession_Smelter_Name,smelter
Smith,Schmied,profession,,localization,resources.assets,2026-09-22,,Profession_Smith_Name,smith
Smokehouse Worker,Räucherei-Arbeiter,profession,,localization,resources.assets,2026-09-22,,Profession_Smokehouseworker_Name,smokehouse_worker
Speaker,Sprecher,profession,,localization,resources.assets,2026-09-22,,Profession_Speaker_Name,speaker
Stamping Mill Worker,Pochwerk-Arbeiter,profession,,localization,resources.assets,2026-09-22,,Profession_StampingMillWorker_Name,stamping_mill_worker
Stonecutter,Steinmetz,profession,,localization,resources.assets,2026-09-22,,Profession_Stonecutter_Name,stonecutter
Supplier,Ausrüster,profession,,localization,resources.assets,2026-09-22,,Profession_Outfitter_Name,supplier
Teadoctor,Teedoktor,profession,,localization,resources.assets,2026-09-22,,Profession_Teadoctor_Name,teadoctor
Teahouse Worker,Teehaus-Arbeiter,profession,,localization,resources.assets,2026-09-22,,Profession_TeaHouseWorker_Name,teahouse_worker
Tinctury Worker,Destillerie-Arbeiter,profession,,localization,resources.assets,2026-09-22,,Profession_TincturyWorker_Name,tinctury_worker
Tinkerer,Tüftler,profession,,localization,resources.assets,2026-09-22,,Profession_Tinkerer_Name,tinkerer
Toolshop Worker,Werkzeugladen-Arbeiter,profession,,localization,resources.assets,2026-09-22,,Profession_ToolshopWorker_Name,toolshop_worker
Trapper,Trapper,profession,,localization,resources.assets,2026-09-22,,Profession_Trapper_Name,trapper
Waiter,Kellner,profession,,localization,resources.assets,2026-09-22,,Profession_Waiter_Name,waiter
Weaver,Weber,profession,,localization,resources.assets,2026-09-22,,Profession_Weaver_Name,weaver
Woodcutter,Holzfäller,profession,,localization,resources.assets,2026-09-22,,Profession_Woodcutter_Name,woodcutter
Ale,Bier,resource,,localization,resources.assets,2026-09-22,,Good_Ale_Name,ale
Algae,Algen,resource,,localization,resources.assets,2026-09-22,,Good_Algae_Name,algae
Amber,Bernstein,resource,,localization,resources.assets,2026-09-22,,Good_Amber_Name,amber
Ancient Tablet,Uralte Tafel,resource,,localization,resources.assets,2026-09-22,,Good_AncientTablet_Name,ancient_tablet
Artifacts,Artefakte,resource,,localization,resources.assets,2026-09-22,,Good_Artifacts_Name,artifacts
Barrels,Fässer,resource,,localization,resources.assets,2026-09-22,,Good_Barrels_Name,barrels
Berries,Beeren,resource,,localization,resources.assets,2026-09-22,,Good_Berries_Name,berries
Biscuits,Kekse,resource,,localization,resources.assets,2026-09-22,,Good_Biscuits_Name,biscuits
Boots,Stiefel,resource,,localization,resources.assets,2026-09-22,,Good_Boots_Name,boots
Bread,Brot,resource,,localization,resources.assets,2026-09-22,,Good_Bread_Name,bread
Bricks,Ziegel,resource,,localization,resources.assets,2026-09-22,,Good_Bricks_Name,bricks
Clay,Lehm,resource,,localization,resources.assets,2026-09-22,,Good_Clay_Name,clay
Coal,Kohle,resource,,localization,resources.assets,2026-09-22,,Good_Coal_Name,coal
Coats,Mäntel,resource,,localization,resources.assets,2026-09-22,,Good_ReedCoats_Name,coats
Copper Bars,Kupferbarren,resource,,localization,resources.assets,2026-09-22,,Good_CopperBar_Name,copper_bars
Copper Ore,Kupfererz,resource,,localization,resources.assets,2026-09-22,,Good_CopperOre_Name,copper_ore
Cosmetics,Kosmetika,resource,,localization,resources.assets,2026-09-22,,Good_Balm_Name,cosmetics
Crystalized Dew,Kristallisierter Tau,resource,,localization,resources.assets,2026-09-22,,Good_CrystalizedDew_Name,crystalized_dew
Dye,Färbemittel,resource,,localization,resources.assets,2026-09-22,,Good_Ink_Name,dye
Eggs,Eier,resource,,localization,resources.assets,2026-09-22,,Good_Eggs_Name,eggs
Enriched Fuel,Angereicherter Brennstoff,resource,,localization,resources.assets,2026-09-22,,Good_FuelCore_Name,enriched_fuel
